1 - Health/PPTX/imgs/911.jpg : 4000 3000
1 - Health/PPTX/imgs/ache.jpg : 4000 3000
1 - Health/PPTX/imgs/address.jpg : 4000 3000
1 - Health/PPTX/imgs/ambulance.jpg : 4000 3000
1 - Health/PPTX/imgs/appointment.jpg : 4000 3000
1 - Health/PPTX/imgs/arm.jpg : 118 168
1 - Health/PPTX/imgs/asprin.jpg : 1500 1125
1 - Health/PPTX/imgs/back.jpg : 183 159
1 - Health/PPTX/imgs/band aid.jpg : 1500 1125
1 - Health/PPTX/imgs/bleeding.jpg : 4000 3000
1 - Health/PPTX/imgs/broken.jpg : 4000 3000
1 - Health/PPTX/imgs/chest.jpg : 215 162
1 - Health/PPTX/imgs/clinic.jpg : 4000 3000
1 - Health/PPTX/imgs/cough.jpg : 4000 3000
1 - Health/PPTX/imgs/cough syrup.jpg : 1500 1125
1 - Health/PPTX/imgs/cream.jpg : 1500 1125
1 - Health/PPTX/imgs/cut.jpg : 4000 3000
1 - Health/PPTX/imgs/date of birth.jpg : 4000 3000
1 - Health/PPTX/imgs/doctor.jpg : 4000 3000
1 - Health/PPTX/imgs/drops.jpg : 1500 1125
1 - Health/PPTX/imgs/feet.jpg : 140 128
1 - Health/PPTX/imgs/fever.jpg : 4000 3000
1 - Health/PPTX/imgs/hand.jpg : 144 167
1 - Health/PPTX/imgs/head.jpg : 149 150
1 - Health/PPTX/imgs/heart attack.jpg : 4000 3000
1 - Health/PPTX/imgs/hospital.jpg : 4000 3000
1 - Health/PPTX/imgs/insurance card.jpg : 4000 3000
1 - Health/PPTX/imgs/interpreter.jpg : 4000 3000
1 - Health/PPTX/imgs/legs.jpg : 128 159
1 - Health/PPTX/imgs/neck.jpg : 169 113
1 - Health/PPTX/imgs/ointment.jpg : 1500 1125
1 - Health/PPTX/imgs/passed out.jpg : 4000 3000
1 - Health/PPTX/imgs/phone number.jpg : 4000 3000
1 - Health/PPTX/imgs/pills.jpg : 1500 1125
1 - Health/PPTX/imgs/rash.jpg : 4000 3000
1 - Health/PPTX/imgs/runny nose.jpg : 4000 3000
1 - Health/PPTX/imgs/shot.jpg : 1500 1125
1 - Health/PPTX/imgs/social security number.jpg : 4000 3000
1 - Health/PPTX/imgs/sore throat.jpg : 4000 3000
1 - Health/PPTX/imgs/stomach.jpg : 191 111
1 - Health/PPTX/imgs/vomit.jpg : 4000 3000
3 - Jobs/PPTX/imgs/arm.jpg : 30 42
3 - Jobs/PPTX/imgs/asprin.jpg : 375 281
3 - Jobs/PPTX/imgs/back.jpg : 46 40
3 - Jobs/PPTX/imgs/band aid.jpg : 375 281
3 - Jobs/PPTX/imgs/chest.jpg : 54 41
3 - Jobs/PPTX/imgs/cough syrup.jpg : 375 281
3 - Jobs/PPTX/imgs/cream.jpg : 375 281
3 - Jobs/PPTX/imgs/drops.jpg : 375 281
3 - Jobs/PPTX/imgs/feet.jpg : 35 32
3 - Jobs/PPTX/imgs/hand.jpg : 36 42
3 - Jobs/PPTX/imgs/head.jpg : 37 38
3 - Jobs/PPTX/imgs/legs.jpg : 32 40
3 - Jobs/PPTX/imgs/neck.jpg : 42 28
3 - Jobs/PPTX/imgs/ointment.jpg : 375 281
3 - Jobs/PPTX/imgs/pills.jpg : 375 281
3 - Jobs/PPTX/imgs/shot.jpg : 375 281
3 - Jobs/PPTX/imgs/stomach.jpg : 48 28
8 - Shopping and Clothes Unit/PPTX/imgs/back.jpg : 240 180
8 - Shopping and Clothes Unit/PPTX/imgs/front.jpg : 240 180
